cluster,size,acc,tp,tn,fp,fn
384,13.0,0.9230769230769231,0.9230769230769231,0.0,0.07692307692307693,0.0
385,16.0,1.0,0.0,1.0,0.0,0.0
386,12.0,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666666,0.0
387,17.0,0.9411764705882353,0.0,0.9411764705882353,0.0,0.058823529411764705
388,11.0,1.0,0.0,1.0,0.0,0.0
389,13.0,0.9230769230769231,0.0,0.9230769230769231,0.0,0.07692307692307693
390,18.0,0.9444444444444444,0.0,0.9444444444444444,0.0,0.05555555555555555
391,14.0,0.6428571428571429,0.0,0.6428571428571429,0.0,0.35714285714285715
392,17.0,0.7058823529411765,0.11764705882352941,0.5882352941176471,0.0,0.29411764705882354
393,19.0,0.8947368421052632,0.0,0.8947368421052632,0.0,0.10526315789473684
394,12.0,0.8333333333333334,0.5833333333333334,0.25,0.08333333333333333,0.08333333333333333
395,16.0,1.0,0.0,1.0,0.0,0.0
396,11.0,0.9090909090909091,0.0,0.9090909090909091,0.0,0.09090909090909091
397,17.0,0.6470588235294118,0.6470588235294118,0.0,0.35294117647058826,0.0
398,12.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0
399,12.0,1.0,0.0,1.0,0.0,0.0
400,10.0,0.9,0.0,0.9,0.0,0.1
401,12.0,0.9166666666666666,0.0,0.9166666666666666,0.0,0.08333333333333333
402,10.0,1.0,0.0,1.0,0.0,0.0
403,14.0,1.0,0.0,1.0,0.0,0.0
404,10.0,1.0,0.0,1.0,0.0,0.0
405,15.0,1.0,0.0,1.0,0.0,0.0
406,16.0,0.5625,0.0,0.5625,0.0,0.4375
407,10.0,0.8,0.0,0.8,0.0,0.2
408,10.0,0.6,0.6,0.0,0.4,0.0
409,10.0,1.0,0.0,1.0,0.0,0.0
410,11.0,0.8181818181818182,0.0,0.8181818181818182,0.0,0.18181818181818182
411,10.0,1.0,0.0,1.0,0.0,0.0
412,10.0,0.8,0.0,0.8,0.0,0.2
413,10.0,1.0,0.0,1.0,0.0,0.0
414,11.0,0.9090909090909091,0.9090909090909091,0.0,0.09090909090909091,0.0
415,10.0,1.0,0.0,1.0,0.0,0.0
416,14.0,0.9285714285714286,0.0,0.9285714285714286,0.0,0.07142857142857142
417,11.0,1.0,0.0,1.0,0.0,0.0
418,12.0,1.0,1.0,0.0,0.0,0.0
419,10.0,0.8,0.8,0.0,0.2,0.0
420,10.0,0.9,0.0,0.9,0.0,0.1
421,11.0,1.0,0.0,1.0,0.0,0.0
